datetime,text,status
2018-03-03T00:53:00Z,Km baru saja akses Apps Sehari-hari terpopuler.Nikmati akses YOUTUBE ga habis habis dgn beli pkt Unlimited HANYA di *123# atau myIM3 http://im3.do/m3,NA
2018-03-03T00:56:00Z,Sisa kuota 11 MB.Beli pkt Internet TERBAIK dr IM3 ooredoo di *123# atau myIM3 http:// im3.do/m3 .Kelebihan pemakaian dikenakan tarif perKB,NA
2018-03-03T01:20:00Z,"Kuota internet habis,pemakaian internet pakai tariff perKB.BARU! Nikmati Pkt INTERNET TERBAIK,Beli hnya di *123# atau http://im3.do/m3",NA
2018-03-03T10:33:00Z,"Internet Hemat Rp 10rb kuota 1.5GB (berlaku 7 hari). Penawaran khusus ini berlaku sd 04/03/18, ketik D3 ke 929 sekarang juga!",NA
2018-03-04T01:05:00Z,Km baru saja akses Apps Sehari-hari terpopuler.Nikmati akses YOUTUBE ga habis habis dgn beli pkt Unlimited HANYA di *123# atau myIM3 http://im3.do/m3,NA
2018-03-04T11:37:00Z,"Proses PEMBLOKIRAN kartu bagi yg blm registrasi sdg berjalan,segera registrasi kartu Anda,dapatkan bonus 250MB+250mnt+250SMS.Ketik ULANG#NIK#No.KK# SMS ke4444",NA
2018-03-05T06:50:00Z,Km baru saja akses Apps Sehari-hari terpopuler.Nikmati akses YOUTUBE ga habis habis dgn beli pkt Unlimited HANYA di *123# atau myIM3 http://im3.do/m3,NA
2018-03-05T09:07:00Z,"Paket internet 8 GB, hanya Rp 160rb, berlaku 30 hari. Ketik D22 ke 929 sd 07/03/18.",NA
2018-03-05T10:10:00Z,"Proses PEMBLOKIRAN kartu bagi yg blm registrasi sdg berjalan,segera registrasi kartu Anda,dapatkan bonus 250MB+250mnt+250SMS.Ketik ULANG#NIK#No.KK# SMS ke4444",NA
2018-03-05T13:18:00Z,"Sisa 0. Nikmati Internet, NelpSMS & akses YouTube gak habis-habis di*123# atau http://im3.do/m3",NA
2018-03-05T13:18:00Z,usage,NA
2018-03-05T13:43:00Z,this number,NA
2018-03-05T14:14:00Z,PAKET BRONET 24JAM 100MB 1hr kamu akan segera aktif. Temukan PROMO menarik AXIS di aplikasi AXISnet. Sekarang AXIS sudah 4G Ready lho! Info838,NA
2018-03-05T14:15:00Z,PAKET BRONET 24JAM 100MB sudah aktif. Nikmati kuota 100MB berlaku di 00.00-23.59 aktif s.d 05-03-2018.Temukan PROMO menarik AXIS di aplikasi AXISnet! Info838,NA
2018-03-05T15:16:00Z,"AGAR TIDAK DIBLOKIR, segera registrasi ulang kartu prabayar Anda. Telepon & SMS keluar diblokir mulai 1-31 Maret 2018. Ketik: ULANG#NIK#nomorKK#  SMS ke 4444",NA
2018-03-05T15:52:00Z,Isi ulang Rp50000.0 berhasil. Kode transaksi 66310305250914. Yuk registrasi ulang kartu AXIS kamu! Kirim SMS ke 4444 dgn format : ULANG#NIK#No.KK,NA
2018-03-05T15:54:00Z,PAKET BRONET 4G OWSEM 4GB sudah aktif. 1GB kuota utama+3GB kuota 4G berlaku di jam 00-23.59 s.d 03-04-2018.Info838,NA
2018-03-05T15:55:00Z,PAKET BRONET 4G OWSEM 4GB 30hr kamu akan segera aktif. Temukan PROMO menarik AXIS lainnya di aplikasi AXISnet kamu. Info838,NA
2018-03-05T17:24:00Z,Paket kamu akan diperpanjang otomatis HARI INI ke PAKET BRONET 24JAM 100MB 1hr Rp3500. Pastikan pulsa kamu min5rb ya. Info838,NA
2018-03-05T18:16:00Z,"AGAR TDK DIBLOKIR,sgr registrasi ulang kartu prabayar Anda.Tlp dan SMS keluar diblokir mulai 1-31 Maret 2018.Ketik ULANG#NIK#No.KK SMS ke 4444.Info 838",NA
2018-03-06T01:30:00Z,"Perpanjangan PAKET BRONET 24JAM 100MB 1hr Rp3500 berhasil. Nikmati 100MB berlaku di 00.00-23.59,aktif s.d 06-03-2018.Cek kuota km di aplikasi AXISnet.Info838",NA
2018-03-06T11:52:00Z,"AXIS Berbagi DISKON! Bronet 24jam 2GB CUMA 15rb,30hr (Norm 30,900) Balas YA, utk dapetin skrg. Internetan makin eksis krn diskon dr AXIS! Info838 AND01B",NA
2018-03-06T15:45:00Z,Besok ada interview kerja? Cari tahu dulu tips-tips nya biar nggak grogi dan sukses. Tekan *123*543*2#. Tarif Rp2.200/3hari. Info: 08001401686 DSI8,NA
2018-03-06T15:50:00Z,K-On! bisa km nikmati di Sushiroll dgn klik bit.ly/ssirll atau tkn *123*536*3# . Beli pkt berlangganannya & dptkan promo Rp1.000 utk 3hr! Info: 08041911911 DSI3,NA
2018-03-06T17:38:00Z,Paket kamu akan diperpanjang otomatis HARI INI ke PAKET BRONET 24JAM 100MB 1hr Rp3500. Pastikan pulsa kamu min5rb ya. Info838,NA
2018-03-06T19:39:00Z,"AGAR TDK DIBLOKIR,sgr registrasi ulang kartu prabayar Anda.Tlp dan SMS keluar diblokir mulai 1-31 Maret 2018.Ketik ULANG#NIK#No.KK SMS ke 4444.Info 838",NA
2018-03-06T21:10:00Z,"awas ketinggalan iRing Ajeng&PanasDalam-Dulu Kita Masih Remaja (OST Dilan) (CNY), Rp.0,1/3hr prpnjngan Rp.3190 .Lngsung bls YA aja ya!",NA
2018-03-07T01:39:00Z,"Perpanjangan PAKET BRONET 24JAM 100MB 1hr Rp3500 berhasil. Nikmati 100MB berlaku di 00.00-23.59,aktif s.d 07-03-2018.Cek kuota km di aplikasi AXISnet.Info838",NA
2018-03-07T11:32:00Z,Proses PEMBLOKIRAN bg yg blm REGISTRASI sdg berjalan. SEGERA  REGISTRASI ULANG. Dptkan BONUS 10GB+Nelpon&SMS sepuasnya u/3hr. Ketik ULANG#NIK#No.KK# SMS ke4444,NA
2018-03-07T12:07:00Z,HARI INI promo BRONET 24Jam 8GB Rp59.900 di *123*888# / AXISnet buat nonton film favorit di IFLIX (bebas biaya langganan).BONUS 1GB stlh beli! Info838. AXIS007,NA
2018-03-07T15:17:00Z,Paket kamu akan diperpanjang otomatis HARI INI ke PAKET BRONET 24JAM 100MB 1hr Rp3500. Pastikan pulsa kamu min5rb ya. Info838,NA
2018-03-07T15:41:00Z,"AGAR TDK DIBLOKIR,sgr registrasi ulang kartu prabayar Anda.Tlp dan SMS keluar diblokir mulai 1-31 Maret 2018.Ketik ULANG#NIK#No.KK SMS ke 4444.Info 838",NA
2018-03-07T17:13:00Z,HARI INI promo BRONET 24Jam 8GB Rp59.900 di *123*888# / AXISnet buat nonton film favorit di IFLIX (bebas biaya langganan).BONUS 1GB stlh beli! Info838. AXIS007,NA
2018-03-07T19:05:00Z,"Tinggal 5jam lagi! 
AXIS Bronet 24jam 2GB CUMA 15rb,30hr (Norm 30,900). Dapetin skrg juga dgn Balas YA! Internetan ASYIK tetep IRIT.
Info838 AND01B",NA
2018-03-07T21:35:00Z,"Ayo diaktifkan iRing KERENnya, Iqbaal Ramadhan-Rindu Sendiri (OST Dilan 1990) (R) Rp.0,1/3hr prpnjngan Rp.3190 hnya dgn balas YA!",NA
2018-03-08T00:37:00Z,"Pelanggan 6285722688068, Anda masih mempunyai point yang blom di tukar. Cek point anda dan tukarkan dengan PULSA dan JUTAAN hadiah. Cek di *123*518*1# sekarang.",NA
2018-03-08T00:50:00Z,"Perpanjangan PAKET BRONET 24JAM 100MB 1hr Rp3500 berhasil. Nikmati 100MB berlaku di 00.00-23.59,aktif s.d 08-03-2018.Cek kuota km di aplikasi AXISnet.Info838",NA
2018-03-08T09:15:00Z,De blin makan kucing,NA
2018-03-08T09:19:00Z,ok,NA
2018-03-08T09:20:00Z,Kamu baru menikmati BEBAS SMS ke sesama IM3 Ooredoo. Nikmati Penawaran paket TERBAIK di *123# atau myIM3 http://im3.do/m3,NA
2018-03-08T09:27:00Z,"Pagi Pak, bisa tolong belikan makanan kucingnya? Di petshop jambore yang deket toko burung, nanti diantarnya ke bukit permai",NA
2018-03-08T09:31:00Z,"Pagi Pak, bisa tolong belikan makanan kucingnya? Di petshop jambore yang deket toko burung, nanti diantarnya ke bukit permai",NA
2018-03-08T09:51:00Z,udh sampe kan?,NA
2018-03-08T09:51:00Z,sudah diterima mba saya ya Pak?,NA
2018-03-08T09:52:00Z,Ya,NA
2018-03-08T10:18:00Z,GRATIS UNLIMITED YOUTUBE PLUS INTERNET 7GB + CHAT & SOSMED + SMS selama 30hari. Data Rollover. PROMO 70Rb (Normal 80rb). MAU? Tekan OK kirim SMS ke 929 sd 10/03/18,NA
2018-03-08T10:22:00Z,"Internet Hemat Rp 10rb kuota 1.5GB (berlaku 7 hari). Penawaran khusus ini berlaku sd 09/03/18, ketik D3 ke 929 sekarang juga!",NA
2018-03-08T10:45:00Z,"AGAR TIDAK DIBLOKIR, segera registrasi ulang kartu prabayar Anda. Telepon & SMS keluar diblokir mulai 1-31 Maret 2018. Ketik: ULANG#NIK#nomorKK#  SMS ke 4444",NA
2018-03-08T12:25:00Z,"AGAR TIDAK DIBLOKIR, segera registrasi ulang kartu prabayar Anda. Telepon & SMS keluar diblokir mulai 1-31 Maret 2018. Ketik: ULANG#NIK#nomorKK#  SMS ke 4444",NA
2018-03-08T16:20:00Z,Paket kamu akan diperpanjang otomatis HARI INI ke PAKET BRONET 24JAM 100MB 1hr Rp3500. Pastikan pulsa kamu min5rb ya. Info838,NA
2018-03-09T01:23:00Z,"Perpanjangan PAKET BRONET 24JAM 100MB 1hr Rp3500 berhasil. Nikmati 100MB berlaku di 00.00-23.59,aktif s.d 09-03-2018.Cek kuota km di aplikasi AXISnet.Info838",NA
2018-03-09T09:37:00Z,"Pelanggan Yth, Pulsa Anda tdk mencukupi. Tersedia PULSA SIAGA utk Anda, pembyran dilakukan saat isi pulsa, hub *911# atau bls SMS ini ktk 0",NA
2018-03-09T09:42:00Z,"BRONET DAYZ 17GB Rp89.000 hny di JUMAT BAIK dg akses *123*888# /app AXISnet dr HP, dapet BONUS 1GB setelah pembelian, berlaku di semua jaringan.Info838.AXIS007",NA
2018-03-09T11:06:00Z,Proses PEMBLOKIRAN bg yg blm REGISTRASI sdg berjalan. SEGERA  REGISTRASI ULANG. Dptkan BONUS 10GB+Nelpon&SMS sepuasnya u/3hr. Ketik ULANG#NIK#No.KK# SMS ke4444,NA
2018-03-09T15:44:00Z,M  S    C  O  D  E        12  02,NA
2018-03-09T15:46:00Z,M  S    C  O  D  E        50  64  90,NA
2018-03-09T20:14:00Z,"AGAR TDK DIBLOKIR,sgr registrasi ulang kartu prabayar Anda.Tlp dan SMS keluar diblokir mulai 1-31 Maret 2018.Ketik ULANG#NIK#No.KK SMS ke 4444.Info 838",NA
2018-03-10T00:53:00Z,Perpanjangan PAKET BRONET 24JAM 100MB 1hr Rp3500 tidak berhasil.Pulsa kartu AXISmu tidak cukup utk perpanjangan otomatis. Silakan Isi ulang kembali ya.Info838,NA
2018-03-10T12:43:00Z,"Ciee yg dpt kesempatan menang Rp 75 Juta TANPA BIAYA dr AXIS! SELAMAT ya Km bs ikutan FANTAXIS!

Cek di *123*444*1# skrg!

Info: www.axisnet.id/fantaxis",NA
2018-03-10T14:40:00Z,"AGAR TIDAK DIBLOKIR, segera registrasi ulang kartu prabayar Anda. Telepon & SMS keluar diblokir mulai 1-31 Maret 2018. Ketik: ULANG#NIK#nomorKK#  SMS ke 4444",NA
2018-03-11T10:40:00Z,Proses PEMBLOKIRAN bg yg blm REGISTRASI sdg berjalan. SEGERA  REGISTRASI ULANG. Dptkan BONUS 10GB+Nelpon&SMS sepuasnya u/3hr. Ketik ULANG#NIK#No.KK# SMS ke4444,NA
2018-03-11T23:28:00Z,"Uber: Anda mendapatkan potongan 50% hingga Rp 15000, untuk 10 perjalanan uberX/XL/POOL/UberBLACK Anda. Ayo pesan Uber-mu sekarang! http://t.uber.com/nguber",NA
2018-03-12T22:15:00Z,(AXIS) Kuota 4G paket internet kamu  hanya 20% lagi. Cek detail pemakaian kamu di aplikasi AXISnet atau telp *889#. Info838,NA
2018-03-13T08:09:00Z,"AXIS Berbagi DISKON! Bronet 24jam 2GB CUMA 25rb,30hr (Norm 30,900) Balas YA, utk dapetin skrg. Internetan makin eksis krn diskon dr AXIS! Info838 AND01A",NA
2018-03-13T09:31:00Z,"Cashback up to IDR 500.000,- + 0% until 24 months for Apple with Credit Card at iBox store, 09-18 Mar 2018. T&C. Info 14041",NA
2018-03-13T12:41:00Z,"Ciee yg dpt kesempatan menang Rp 75 Juta TANPA BIAYA dr AXIS! SELAMAT ya Km bs ikutan FANTAXIS!

Cek di *123*444*1# skrg!

Info: www.axisnet.id/fantaxis",NA
2018-03-13T15:35:00Z,"AGAR TIDAK DIBLOKIR, segera registrasi ulang kartu prabayar Anda. Telepon & SMS keluar diblokir mulai 1-31 Maret 2018. Ketik: ULANG#NIK#nomorKK#  SMS ke 4444",NA
2018-03-13T15:45:00Z,Find Your Best Fit Skinny Jeans! GRATIS The Body Shop Shower Gel & Voucher Rp.100.000 dgn jawab pertanyaan di FIT FINDER : http://bit.ly/2ttIOuV sblm 18 Mar'18. SKB,NA
2018-03-13T19:20:00Z,"AGAR TDK DIBLOKIR,sgr registrasi ulang kartu prabayar Anda.Tlp dan SMS keluar diblokir mulai 1-31 Maret 2018.Ketik ULANG#NIK#No.KK SMS ke 4444.Info 838",NA
2018-03-13T19:23:00Z,"Pelanggan Yth, Pulsa Anda tdk mencukupi. Tersedia PULSA SIAGA utk Anda, pembyran dilakukan saat isi pulsa, hub *911# atau bls SMS ini ktk 0",NA
2018-03-13T21:36:00Z,(AXIS) Kuota 4G paket internet kamu telah digunakan seluruhnya. Penggunaan selanjutnya akan dikenakan tarif normal ya. Info838,NA
2018-03-14T08:04:00Z,"Pelanggan Yth, Pulsa Anda tdk mencukupi. Tersedia PULSA SIAGA utk Anda, pembyran dilakukan saat isi pulsa, hub *911# atau bls SMS ini ktk 0",NA
2018-03-14T08:23:00Z,"Internet Hemat Rp 10rb kuota 1.5GB (berlaku 7 hari). Penawaran khusus ini berlaku sd 15/03/18, ketik D3 ke 929 sekarang juga!",NA
2018-03-14T13:00:00Z,Promo BRONET 24Jam 5GB 30hr hny Rp45.900 dg akses *123*888# / app AXISnet dr HP di RABU RAWIT hari ini!! Klaim BONUS 1GB setelah pembelian!! Info838. AXIS007,NA
2018-03-14T14:49:00Z,Proses PEMBLOKIRAN bg yg blm REGISTRASI sdg berjalan. SEGERA  REGISTRASI ULANG. Dptkan BONUS 10GB+Nelpon&SMS sepuasnya u/3hr. Ketik ULANG#NIK#No.KK# SMS ke4444,NA
2018-03-14T15:17:00Z,"Pelanggan Yth, Pulsa Anda tdk mencukupi. Tersedia PULSA SIAGA utk Anda, pembyran dilakukan saat isi pulsa, hub *911# atau bls SMS ini ktk 0",NA
2018-03-14T15:39:00Z,"Untuk kamu penggemar film action, ayo nonton aksi seru Liam Neeson dalam film TAKEN dengan klik bit.ly/gnflx atau tekan *123*519#. Info: 08041911911. DSI1",NA
2018-03-14T16:26:00Z,"AGAR TDK DIBLOKIR,sgr registrasi ulang kartu prabayar Anda.Tlp dan SMS keluar diblokir mulai 1-31 Maret 2018.Ketik ULANG#NIK#No.KK SMS ke 4444.Info 838",NA
2018-03-14T18:11:00Z,"Gadis Cantik Bola ini bikin baper ribuan penonton, kamu ga akan percaya. Hub *123*534*3# dan Pilih 1 OK untuk lihat. Hubungi sekarang sebelum video diblokir.",NA
2018-03-14T23:16:00Z,(AXIS) Kuota utama paket internet kamu hanya 20% lagi. Cek detail pemakaian kamu di aplikasi AXISnet atau telp *889#. Info838,NA
2018-03-15T07:21:00Z,(AXIS) Kuota utama paket internet kamu telah digunakan seluruhnya. Penggunaan selanjutnya akan dikenakan tarif normal ya. Info838,NA
2018-03-15T11:03:00Z,"Pelanggan Yth, Pulsa Anda tdk mencukupi. Tersedia PULSA SIAGA utk Anda, pembyran dilakukan saat isi pulsa, hub *911# atau bls SMS ini ktk 0",NA
2018-03-15T11:09:00Z,"try luckya.shinyapps.io/sp500_explr but not sure

should be in this drive in capstone sheet, the signal is so bad
https://docs.google.com/spreadsheets/d/1cYF6zzE_kPffhgqnmZrdbD051OfSBl7P53mWf_q2tnA/edit?usp=drivesdk",NA
2018-03-15T14:44:00Z,"AGAR TIDAK DIBLOKIR, segera registrasi ulang kartu prabayar Anda. Telepon & SMS keluar diblokir mulai 1-31 Maret 2018. Ketik: ULANG#NIK#nomorKK#  SMS ke 4444",NA
2018-03-15T17:11:00Z,"AGAR TDK DIBLOKIR,sgr registrasi ulang kartu prabayar Anda.Tlp dan SMS keluar diblokir mulai 1-31 Maret 2018.Ketik ULANG#NIK#No.KK SMS ke 4444.Info 838",NA
2018-03-16T10:34:00Z,Mau tahu tutorial cara memakai hijab ala Selebgram? Ayo nonton videonya di *123*513*1# Tarif Rp2.000/SMS. Info: 02129451227. DSI3,NA
2018-03-16T11:25:00Z,"Pelanggan Yth, Pulsa Anda tdk mencukupi. Tersedia PULSA SIAGA utk Anda, pembyran dilakukan saat isi pulsa, hub *911# atau bls SMS ini ktk 0",NA
2018-03-16T13:29:00Z,TOPUP pulsa Rp 25000 berhasil via SMSBANKING CIMB_NIAGA kode trx 0316132944444041. Pulsa anda saat ini Rp 25000. Terima kasih telah menggunakan INDOSAT OOREDOO,NA
2018-03-16T13:30:00Z,SEGERA REGISTRASI ULANG kartumu krn proses PEMBLOKIRAN sdg berjalan.BONUS 10GB nelpon&SMS sepuasnya.Ketik ULANG#NIK#No.KK# SMS ke4444. Abaikan jika sdh REG,NA
2018-03-16T14:08:00Z,"Paket nelpon sepuasnya ke sesama Indosat Ooredoo + internet 1GB, hanya Rp 15rb, berlaku 7 hari. Ketik C13 ke 929 sd18/03/18.",NA
2018-03-16T14:33:00Z,3 hari lg prpanjangan Unlimited+3GB. Jgn lupa isi pulsa agar tetap bisa INTERNETAN SEPUASNYA dan trhindar tarif perKB. Beli paket lg di*123# atau http://im3.do,NA
2018-03-16T15:01:00Z,"AGAR TDK DIBLOKIR,sgr registrasi ulang kartu prabayar Anda.Tlp dan SMS keluar diblokir mulai 1-31 Maret 2018.Ketik ULANG#NIK#No.KK SMS ke 4444.Info 838",NA
2018-03-16T16:38:00Z,Proses PEMBLOKIRAN bg yg blm REGISTRASI sdg berjalan. SEGERA  REGISTRASI ULANG. Dptkan BONUS 10GB+Nelpon&SMS sepuasnya u/3hr. Ketik ULANG#NIK#No.KK# SMS ke4444,NA
2018-03-16T17:28:00Z,"Ciee yg dpt kesempatan menang Rp 75 Juta TANPA BIAYA dr AXIS! SELAMAT ya Km bs ikutan FANTAXIS!

Balas YA ke 99220 skrg!

Info: www.axisnet.id/fantaxis",NA
2018-03-16T19:19:00Z,"BRONET 24Jam 2GB hny Rp24.900 (normal Rp29.900) bisa buat nonton IFLIX dg beli di *123*888# / AXISNET.Yuk, beli paketnya spy WEEKND-mu SERU..!! Info838.AXIS007",NA
2018-03-16T21:19:00Z,"BRONET 24Jam 2GB hny Rp24.900 (normal Rp29.900) bisa buat nonton IFLIX dg beli di *123*888# / AXISNET.Yuk, beli paketnya spy WEEKND-mu SERU..!! Info838.AXIS007",NA
2018-03-17T08:10:00Z,"AXIS Berbagi DISKON! Bronet 24jam 2GB CUMA 25rb,30hr (Norm 30,900) Balas YA, utk dapetin skrg. Internetan makin eksis krn diskon dr AXIS! Info838 AND01A",NA
2018-03-17T11:20:00Z,"(CITITRANS)CT: Pesanan anda tujuan Dipati Ukur-Fatmawati pd 2018-03-25 17:15:00 dgn no kursi 1,2 tercatat dgn kode booking BOAP18031584631",NA
2018-03-17T11:49:00Z,"AGAR TIDAK DIBLOKIR, segera registrasi ulang kartu prabayar Anda. Telepon & SMS keluar diblokir mulai 1-31 Maret 2018. Ketik: ULANG#NIK#nomorKK#  SMS ke 4444",NA
2018-03-17T11:50:00Z,"Tiket.com Thank you, we've received your payment for OrderId 43049655. Please kindly check your email in 5 minutes and check your spam folder too.",NA
2018-03-17T11:51:00Z,"17/03/2018 11:50 Pada No. Rek 378088918 ada dana keluar sebesar Rp 199.932,00. Saldo akhir: Rp 1.064.097,00.Berita: TRF PAY TOP UP ECHANNEL.",NA
2018-03-17T11:51:00Z,"Kereta Api GMR - BD, 24 Mar 07:50 BookingCode: W6UQ6T Kereta: ArgoParahyanganPremium(Eko) No 7058 Kursi: PREMIUM-7/3C,3D",NA
2018-03-17T12:26:00Z,"AGAR TDK DIBLOKIR,sgr registrasi ulang kartu prabayar Anda.Tlp dan SMS keluar diblokir mulai 1-31 Maret 2018.Ketik ULANG#NIK#No.KK SMS ke 4444.Info 838",NA
2018-03-17T14:35:00Z,2 hari lg prpanjangan Unlimited+3GB. Jgn lupa isi pulsa agar tetap bisa INTERNETAN SEPUASNYA dan trhindar tarif perKB. Beli paket lg di*123# atau http://im3.do,NA
2018-03-17T16:17:00Z,ibu saya sudah sampai di depan lobby tower A,NA
2018-03-17T16:17:00Z,oke sebentar ya Pak,NA
2018-03-17T21:48:00Z,(AXIS) Kuota utama paket internet kamu hanya 20% lagi. Cek detail pemakaian kamu di aplikasi AXISnet atau telp *889#. Info838,NA
2018-03-18T12:04:00Z,"AGAR TDK DIBLOKIR,sgr registrasi ulang kartu prabayar Anda.Tlp dan SMS keluar diblokir mulai 1-31 Maret 2018.Ketik ULANG#NIK#No.KK SMS ke 4444.Info 838",NA
2018-03-18T12:14:00Z,Proses PEMBLOKIRAN bg yg blm REGISTRASI sdg berjalan. SEGERA  REGISTRASI ULANG. Dptkan BONUS 10GB+Nelpon&SMS sepuasnya u/3hr. Ketik ULANG#NIK#No.KK# SMS ke4444,NA
2018-03-18T14:32:00Z,1 hari lg prpanjangan Unlimited+3GB. Jgn lupa isi pulsa agar tetap bisa INTERNETAN SEPUASNYA dan trhindar tarif perKB. Beli paket lg di*123# atau http://im3.do,NA
2018-03-18T14:59:00Z,(AXIS) Kuota utama paket internet kamu telah digunakan seluruhnya. Penggunaan selanjutnya akan dikenakan tarif normal ya. Info838,NA
2018-03-18T16:08:00Z,"Tinggal 5jam lagi! 
AXIS Bronet 24jam 2GB CUMA 25rb,30hr (Norm 30,900). Dapetin skrg juga dgn Balas YA! Internetan ASYIK tetep IRIT.
Info838 AND01A",NA
2018-03-19T11:31:00Z,"Dapatkan tips seputar hubungan asmara langsung dari ahlinya! Tekan *123*554*6# . Tarif Rp2.200/SMS, 3SMS/minggu. Info: 08001009189. DSI4",NA
2018-03-19T14:43:00Z,Pulsa tdk cukup/sdg dlm masa tenggang. Isi pulsa & aktifkan Unlimited+ untuk nikmati INTERNETAN & NelpSMS SEPUASNYA. Info *123# atau http://im3.do/m3,NA
2018-03-19T14:44:00Z,"Ciee yg dpt kesempatan menang Rp 75 Juta TANPA BIAYA dr AXIS! SELAMAT ya Km bs ikutan FANTAXIS!

Balas YA ke 99220 skrg!

Info: www.axisnet.id/fantaxis",NA
2018-03-19T14:49:00Z,"AGAR TIDAK DIBLOKIR, segera registrasi ulang kartu prabayar Anda. Telepon & SMS keluar diblokir mulai 1-31 Maret 2018. Ketik: ULANG#NIK#nomorKK#  SMS ke 4444",NA
2018-03-19T16:12:00Z,"AGAR TDK DIBLOKIR,sgr registrasi ulang kartu prabayar Anda.Tlp dan SMS keluar diblokir mulai 1-31 Maret 2018.Ketik ULANG#NIK#No.KK SMS ke 4444.Info 838",NA
2018-03-19T21:31:00Z,(AXIS) Kuota utama paket internet kamu hanya 20% lagi. Cek detail pemakaian kamu di aplikasi AXISnet atau telp *889#. Info838,NA
2018-03-20T11:46:00Z,"20/03/2018 11:46 Pada No. Rek 378088918 ada dana keluar sebesar Rp 250.000,00. Saldo akhir: Rp 814.097,00.Berita: TARIK TUNAI.",NA
2018-03-20T11:51:00Z,"20/03/2018 11:51 Pada No. Rek 378088918 ada dana keluar sebesar Rp 250.000,00. Saldo akhir: Rp 564.097,00.Berita: BILL PAYMENT  GOPAY CUST    NO  16152152107777",NA
2018-03-20T13:09:00Z,Pake BRONET 24Jam 8GB hny Rp59.900 di RAWIT *123*888# /app AXISnet bisa buat nonton film favorit di IFLIX.BONUS 1GB stlh beli BRONET mulai 5GB!!Info838.AXIS007,NA
2018-03-20T13:21:00Z,"Mau tahu apakah pasangan benar-benar sayang sama kamu? Ayo buktikan dgn tips dari Meike Rose, tkn *123*504# Tarif Rp2.200/SMS, 2SMS/mgu. Info: 021 8308171. DSI7",NA
2018-03-20T14:48:00Z,Proses PEMBLOKIRAN bg yg blm REGISTRASI sdg berjalan. SEGERA  REGISTRASI ULANG. Dptkan BONUS 10GB+Nelpon&SMS sepuasnya u/3hr. Ketik ULANG#NIK#No.KK# SMS ke4444,NA
2018-03-20T15:53:00Z,"AXIS Berbagi DISKON! Bronet 24jam 2GB CUMA 25rb,30hr (Norm 30,900) Balas YA, utk dapetin skrg. Internetan makin eksis krn diskon dr AXIS! Info838 AND01A",NA
2018-03-20T17:04:00Z,"AGAR TDK DIBLOKIR,sgr registrasi ulang kartu prabayar Anda.Tlp dan SMS keluar diblokir mulai 1-31 Maret 2018.Ketik ULANG#NIK#No.KK SMS ke 4444.Info 838",NA
2018-03-20T23:22:00Z,"iRing keren cuman buat km, Evi Masamba-Aku Rindu,Rp.0,1/3hr prpnjngan Rp.3190 dengan hnya bls YA lho!",NA
