datetime,text,status
2017-02-18T12:23:00Z,"Ayam (syp/paha bwh),Nasi,Ades Rp.18.181. Add on CD Bebi Glenn Rp.22.727. Tkr SMS hari ini di CFC CIBUBUR JUNC. Selama persediaan msh ada. Promo*606#",spam
2017-02-18T15:00:00Z,De aku prgi ya,ham
2017-02-18T15:54:00Z,"PT.Pertamina Bina Medika Menerima Karyawan Baru 2017 Dengan Berbagai Jurusan L/P, Info Lengkap Kunjungi : http://www.recruitment-pertamedika.com",ham
2017-02-19T08:24:00Z,"YEAY! Kejutan cashback & freebies dg TCASH TAP! Terus #pakeTCASH, cek HP kamu & dapatkan kejutannya. S&K berlaku. Info cek tsel.me/yeay",spam
2017-02-19T15:30:00Z,Beli EXTRA kuota 1GB harga DISKON cuma Rp10rb. Ketik YA9 kirim ke 929 sd. 20/02/17,spam
2017-02-20T07:55:00Z,Posisinya di mana ya bu,ham
2017-02-20T07:55:00Z,"nanti saya ke depan gerbang bukit permai yg ditutup, yg di sebelah kimia farma ya, Pak",ham
2017-02-20T12:03:00Z,Hari Senin saatnya Nonton Hemat hanya 25ribu di Cinema XXI dgn TCASH TAP! Dptkan stiker TCASH TAP di GraPARI terdekat. Info tsel.me/tappromo,spam
2017-02-20T12:04:00Z,"Disc 50% setiap Senin, 10% di hari lainnya di Coffee Bean dgn TCASH TAP! Dapatkan stiker TCASH TAP di graPARI terdekat. Info tsel.me/tappromo",spam
2017-02-20T15:30:00Z,Beli EXTRA kuota 1GB harga DISKON cuma Rp10rb. Ketik YA9 kirim ke 929 sd. 20/02/17,spam
2017-02-20T16:19:00Z,"Pelanggan 085722688068, Ada yang Ngajak Kamu Chatting. Hubungi *858*11# untuk baca. Pesan akan dihapus dalam 5 menit. Silakan hubungi *858*11# sekarang.",spam
2017-02-20T17:03:00Z,"Sore, ini dengan drh yg di Jambore ya? dengan dokter siapa ya? saya mau tanya kalau untuk biaya panggil ke rumah itu dihitung per kucing atau per datangnya ya? makasih.",ham
2017-02-20T17:10:00Z,iya sy dgn drh. indah nba.. biaya per periksa perekor ... kl utk house call tergantung dengan jauh dekatnya..,ham
2017-02-20T17:15:00Z,"iya dr indah, saya rumahnya di bukit permai. Jadi saya kalau weekday kerja, pulangnya malam jam 8 kira-kira baru sampai rumah. Kalau dipanggil gt bisa malam ngga ya? atau lebih baik saya titipin ke yg jaga rumah aja, saya tinggalin notes buat keluhan per kucingnya?",ham
2017-02-20T17:17:00Z,boleh bu..bs dijadwalkan bu .. kalau ibu minta agak malam gpp saya malah bs bu .. tp kalau mau scpatnya mgkin besok dibuatkan notes nya saja.. sy biasa house call jam segini bu,ham
2017-02-20T17:31:00Z,"kalau bisa malam boleh sih, setengah 9 gitu bisa ya? ga buru-buru juga sih, dokter bisanya mulai kapan kalau mau dijadwalkan?",ham
2017-02-20T22:03:00Z,mba.. sy br plng. kayaknya sy br bs visite bsk malam ke rmh..,ham
2017-02-20T22:40:00Z,"iya boleh dok gapapa, besok setengah 9 bisa?",ham
2017-02-21T09:41:00Z,"Dapatkan hasil investasi yg bersaing dgn deposito, segera maksimalkan hasil Investasi Anda dgn fitur Auto-Invest di DOMPETKU! Info: http://bit.ly/bnp2211 MFI2",spam
2017-02-21T12:03:00Z,Harga spesial Rp 75ribu atau Disc 44% utk tiket Jungle Land. Khusus pengguna TCASH TAP! S&K Berlaku. Info tsel.me/tappromo,spam
2017-02-21T12:03:00Z,Cashback 50% setiap di Haagen-Dasz Selasa&Kamis / 10% hari lainnya khusus dengan TCASH TAP! S&K berlaku. Info tsel.me/tappromo,spam
2017-02-21T16:08:00Z,maaf mba baru balas .. iya nanti mlm stngah 9 ya mbaa,ham
2017-02-21T16:22:00Z,"oke deh, makasih dok",ham
2017-02-21T16:34:00Z,"Raih kesempatan mendapat Smartphone keren, cukup download iflix skrg & tonton film sebanyak2nya. Unduh iflix di im3.do/iflix Info kunjungi website kami. CVI2",spam
2017-02-21T17:03:00Z,"alamatnya Bukit Permai, jl. Ungaran Blok B6/2",ham
2017-02-21T19:20:00Z,"Pak, saya nunggunya rada luar ya, sebelum belokan ke kiri, seberang lion air, di dpn parkiran mobil penuh soalnya",ham
2017-02-21T20:53:00Z,"Hanya dengan Isi ulang akumulasi 150rb sebelum 24 Febuari 2017, Dapatkan GRATIS 3GB berlaku 30 hari. Mau? Ayo buruan isi ulang sekarang juga.",spam
2017-02-21T21:03:00Z,mba.. sdh ada d rmh ? sy ke situ malam ini gpp mba ?,ham
2017-02-21T21:04:00Z,gapapa malem2 gini? dokter rumahnya di mana? kalau mau diundur bsk juga gapapa,ham
2017-02-21T21:05:00Z,sy sih gpp mba.. cm takutnya ga enak bertamu malam2..,ham
2017-02-21T21:06:00Z,gapapa sih saya dok,ham
2017-02-21T21:10:00Z,oh ya udah kl gt mba.. sy jalan dr kalisari ya mba..,ham
2017-02-21T21:37:00Z,mba sy d depan ya,ham
2017-02-22T08:05:00Z,"Pak, bisa nganternya? saya di depan gerbang bukit permai yg ditutup, sebelahnya kimia farma.",ham
2017-02-22T08:29:00Z,YEAY! Free Ice Tea atau Cashback up to 30% dg transaksi  di AH Resto! Hanya untuk pengguna TCASH TAP. S&K Berlaku. Info tsel.me/tappromo,spam
2017-02-22T11:17:00Z,Ayo isi pulsa IM3 Ooredoo kamu dan dapatkan Voucher Rp50ribu Ranch Market & Farmers Market dari kesupermarket.com Klik di bit.ly/topupindosat SPI1,spam
2017-02-23T00:27:00Z,Terimakasih telah menggunakan internet di Jaringan data terkuat IndosatOoredoo. Info: *123# atau http://mycare.indosatooredoo.com,spam
2017-02-23T01:03:00Z,Terimakasih telah menggunakan internet di Jaringan data terkuat IndosatOoredoo 4Gplus. Info: *123# atau http://mycare.indosatooredoo.com,spam
2017-02-23T08:10:00Z,Harga spesial mulai Rp.7000 di 7-Eleven untuk hot coffee/beverages khusus dengan TCASH TAP! S&K Berlaku. Info tsel.me/tappromo,spam
2017-02-23T08:10:00Z,Nikmati diskon 25% di Kenny Rogers setiap hari! Khusus pengguna TCASH TAP! Dptkn stiker TCASH TAP di GraPARI terdekat. S&K berlaku. Info tsel.me/tappromo,spam
2017-02-23T19:46:00Z,"Sisa kuota 296 MB. Nikmati BONUS4G,STREAM ON,Nelp SMS.Beli EXTRA Kuota/Upgrade FREEDOM COMBO! Tekan*123# atau im3.do/mc .Kelebihan pakai tarif per KB",spam
2017-02-24T00:17:00Z,"Sisa kuota 217 MB. Nikmati BONUS4G,STREAM ON,Nelp SMS.Beli EXTRA Kuota/Upgrade FREEDOM COMBO! Tekan*123# atau im3.do/mc .Kelebihan pakai tarif per KB",spam
2017-02-24T08:15:00Z,Siap,ham
2017-02-24T08:15:00Z,"Pak, saya di apartemen aspen residence tower A",ham
2017-02-24T08:18:00Z,Sy sudah sampai,ham
2017-02-24T08:43:00Z,Mau kumpul santai bareng teman-teman saat weekend? Ayo janjian di Yakun Kaya Toast. Diskon 20% pakai DOMPETKU! Info klik di http://bit.ly/dmpyakun MFI2,spam
2017-02-24T08:52:00Z,"KHUSUS untuk kamu! Bisa bebas dengerin musik, bikin playlist sepuasnya, dan tanpa iklan dgn Spotify Premium. Ayo aktifkan sekarang juga di *123*123# CVI1",spam
2017-02-24T09:24:00Z,Konfirmasi UBER lebih CEPAT? Aktifkan NELP MURAH ke semua operator 15rb/minggu utk 50mnt. Ketik GO ke 929 pnawaran blaku sd25-02-17.,spam
2017-02-24T13:38:00Z,"Bagikan rezeki-mu melalui TCASH. Hubungi *800#, pilih menu pembayaran, lalu pilih menu donasi.",spam
2017-02-24T13:39:00Z,Gratis biaya admin untuk bayar tagihan listrik / beli token listrik pakai  TCASH!  Akses melalui *800#  atau aplikasi TWALLET. SKB. Download di  tsel.me/twallet,spam
2017-02-24T14:47:00Z,"Hati-hati thd penipuan yg mengatasnamakan Bank/operator selular. Kami tdk prnh minta User ID, PIN, Passcode, Password CIMB Clicks & Go Mobile dgn alasan apapun.",ham
2017-02-24T14:47:00Z,"Hati-hati thd penipuan yg mengatasnamakan Bank/operator selular. Kami tdk prnh minta User ID, PIN, Passcode, Password CIMB Clicks & Go Mobile dgn alasan apapun.",ham
2017-02-24T16:45:00Z,"Nikmati mudahnya beli paket internet di MyTelkomsel. Info paket dan quota lengkap, temukan di halaman Paket Internet. Aktifkan di tsel.me/1",spam
2017-02-24T19:00:00Z,"TIPS HEMAT DATA: pakai resolusi 480p ketika menonton video online, temukan di setting layanan video yg kamu nikmati. Ini akan membuat pemakaian data lbh hemat",spam
2017-02-24T19:54:00Z,"WWW.SAKONGSA.COM (sbo,maxbet,cbo855,sabung aym,togel,poker,minigame) PROMO NEWMEMBER depo 100rb dpt 100rb,join skrg & menang bersm kami! klaim SKS168 di lvchat",spam
2017-02-24T20:49:00Z,Ok mba ara,ham
2017-02-24T20:49:00Z,"saya pakai baju biru, sebentar ya Pak, lg nukar kartu",ham
2017-02-24T22:12:00Z,"Sisa kuota 98 MB. Nikmati BONUS4G,STREAM ON,Nelp SMS.Beli EXTRA Kuota/Upgrade FREEDOM COMBO! Tekan*123# atau im3.do/mc .Kelebihan pakai tarif per KB",spam
2017-02-25T00:47:00Z,"Sisa kuota 94 MB. Nikmati BONUS4G,STREAM ON,Nelp SMS.Beli EXTRA Kuota/Upgrade FREEDOM COMBO! Tekan*123# atau im3.do/mc .Kelebihan pakai tarif per KB",spam
2017-02-25T08:34:00Z,"YEAY! Kejutan cashback & freebies dg TCASH TAP! Terus #pakeTCASH, cek HP kamu & dapatkan kejutannya. S&K berlaku. Info cek tsel.me/yeay",spam
2017-02-25T08:40:00Z,Harga spesial Rp 20ribu di Hoka Hoka Bento untuk Simple Set Teriyaki khusus untuk pengguna TCASH TAP! S&K Berlaku. Info klik tsel.me/tappromo,spam
2017-02-25T13:43:00Z,"Sisa kuota 41 MB. Nikmati BONUS4G,STREAM ON,Nelp SMS.Beli EXTRA Kuota/Upgrade FREEDOM COMBO! Tekan*123# atau im3.do/mc .Kelebihan pakai tarif per KB",spam
2017-02-25T15:00:00Z,Sisa kuota 10.0MB+ BONUS 4G:0.0KB. Beli EXTRA Kuota atau upgrade FREEDOM COMBO di*123# atau im3.do/mc,ham
2017-02-25T15:00:00Z,"Pulsamu Rp 0.00. Mau PULSA SOS 2000? Aktif sd H   1, Rp2000   Bea Jasa Rp500 akan dipotong saat Isi Pulsa.Balas YA ke 505",spam
2017-02-25T15:00:00Z,usage,ham
2017-02-25T15:02:00Z,"Sisa kuota 10 MB. Nikmati BONUS4G,STREAM ON,Nelp SMS.Beli EXTRA Kuota/Upgrade FREEDOM COMBO! Tekan*123# atau im3.do/mc .Kelebihan pakai tarif per KB",spam
2017-02-25T15:05:00Z,"Kamu pakai internet dg tarif per KB.Pemakaian sampai saat ini Rp 19300. Bebaskan diri dr tarif per KB dg FREEDOMCOMBO! DOUBLE KUOTA,UNLIMITED Nelp,SMS. Dftr *1",spam
2017-02-25T17:05:00Z,LIMITED OFFER! 20% pembelian produk. Berlaku sampai 28 Februari 2017. S&K berlaku. Kunjungi ERHA terdekat. www.erha.co.id,ham
2017-02-25T20:38:00Z,"Kuota internet Kamu habis. Nikmati BONUS4G, STREAM ON,Nelp SMS. Beli EXTRA Kuota/UpgradeFREEDOMCOMBO! di*123# . Kelebihan pakai tarif per KB",spam
2017-02-26T07:24:00Z,Buruan aktifkan paket internet cepat Telkomsel hanya Rp8ribu dengan kuota mulai dari 500MB khusus Sabtu & Minggu. Aktifkan Paketnya di *363#.SKB,spam
2017-02-26T08:04:00Z,Gratis biaya admin untuk bayar tagihan listrik / beli token listrik pakai  TCASH!  Akses melalui *800#  atau aplikasi TWALLET. SKB. Download di  tsel.me/twallet,spam
2017-02-26T09:49:00Z,Beli 6 Gratis 6 Donut dari DD SPBU TB SIMATUPANG (SAMPING GDG PERTANIAN). Tukar SMS ini segera.Hanya berlaku untuk hari ini.Selama persediaan msh ada.Promo*606#,spam
2017-02-26T10:42:00Z,"Gratis 1 bulan Spotify Premium khusus FreedomCombo. Bisa bebas dengar musik,bikin playlist sepuasnya tanpa iklan dgn Spotify Premium. Aktifkan di *123*123# CVI1",spam
2017-02-26T13:14:00Z,"Travelingnya happy, terbangnya aman, hotelnya nyaman karena dapat diskon AGODA 7% + Asuransi Gratis 25 Jt! Buruan ke sini http://bit.ly/AktifkanSekarang",ham
2017-02-26T19:02:00Z,"Ayam (syp/paha bwh),Nasi,Ades Rp.18.181. Add on CD Bebi Glenn Rp.22.727. Tkr SMS hari ini di CFC TMII. Selama persediaan msh ada. Promo*606#",spam
2017-02-26T19:02:00Z,SEMUA DAPAT BONUS !! Cuma Isi ulang 50rb hari ini 26 Febuari 2017 dapatkan BONUS PULSA 50rb. Bonus berlaku 1 hari (00-24) ke sesama Indosat Ooredoo,spam
2017-02-27T08:06:00Z,Gratis biaya admin untuk bayar tagihan listrik / beli token listrik pakai  TCASH!  Akses melalui *800#  atau aplikasi TWALLET. SKB. Download di  tsel.me/twallet,spam
2017-02-27T08:06:00Z,Gratis biaya admin untuk pembayaran BPJS menggunakan TCASH!  Akses melalui *800#. Syarat & ketentuan berlaku. Info klik tsel.me/tappromo,spam
2017-02-27T10:16:00Z,TOPUP pulsa Rp 100000 berhasil via I-BANKING CIMB_NIAGA kode trx 0227101608023536. Pulsa anda saat ini Rp 100000. Terima kasih telah menggunakan INDOSAT OOREDOO,spam
2017-02-27T10:21:00Z,Udh ibu isi pulsa ya,ham
2017-02-27T12:24:00Z,Registrasi paket Anda sedang diproses. Pastikan setting APN : indosatgprs. User & passwd dikosongkan. Restart HP Anda setelah registrasi berhasil.,ham
2017-02-27T12:25:00Z,"Apakah Anda yakin mendaftar paket Freedom M Rp 59rb/30hr? Sisa kuota 24jam dari paket sebelumnya (Freedom M Rp 59rb/30hr) akan di akumulasikan, balas OK jika setuju,BATAL jk tdk stuju",ham
2017-02-27T14:37:00Z,Selamat Anda mendapatkan perlindungan dari PasarPolis.com. Segera daftar di http://bit.ly/2jY1FnY  Gratis tiket nonton utk 500 pendaftar pertama. Info S&K 14041,ham
2017-02-27T14:45:00Z,"Pelanggan 085722688068, kamu dapat 1 pesan, bonus telp & video cantik. Hub *323*6# utk baca pesan. Pesan akan dihapus dalam 5 menit, hub *323*#",spam
2017-02-27T17:38:00Z,"Sekarang dg DATA ROLLOVER, kuota utama kamu Gak hangus pd saat perpanjangan pkt internet yg sama atau beli pkt yg lbh besar. Cek info *123# atau im3.do/mc",ham
2017-02-27T17:38:00Z,"Sisa Kuota Utama&DATA ROLLOVER kamu sebelumnya sebesar 0MB berhasil diakumulasi. Total Kuota DATA ROLLOVER&Kuota Utama 2048MB, brlaku sd 29/03/2017 17:38",ham
2017-02-27T17:38:00Z,ok,ham
2017-02-27T17:39:00Z,"Sisa kuota 2.0GB+ BONUS 4G:5.0GB,STREAM ON 500.0MB(iflix&Spotify). Beli EXTRA Kuota atau upgrade FREEDOM COMBO di*123# atau im3.do/mc",ham
2017-02-27T17:39:00Z,usage,ham
2017-02-27T18:42:00Z,"Temanmu pernah pake iRing keren Letto - Ruang Rindu ,mau juga? Balas SMS dgn Mau Promo 3hr.",spam
2017-02-27T20:08:00Z,sekarang.,spam
2017-02-27T20:08:00Z,BONUS PULSA 50% dari Indosat Ooredoo. CUMA dgn isi ulang MINIMUM 25rb. Segera isi ulang pulsa Indosat Ooredoo kamu. Promo ini hanya berlaku 3 hari dari,spam
2017-02-28T07:36:00Z,"mba war, itu obat td malem dikasih ngga? kalau ngga, kasihin sekarang aja",ham
2017-02-28T07:40:00Z,28/02/2017 07:40:08 Silakan gunakan passcode 2262 untuk Login Go Mobile CIMB Niaga. Passcode bersifat RAHASIA. Jangan memberitahukan kepada siapapun!,ham
2017-02-28T07:41:00Z,Ya udah,ham
2017-02-28T08:03:00Z,Diskon 20% di Shihlin setiap hari! Khusus pengguna TCASH TAP! Dptkn stiker TCASH TAP di GraPARI & Alfamart terdekat. S&K berlaku. Info tsel.me/tappromo,spam
2017-02-28T08:04:00Z,Gratis biaya admin untuk pembayaran BPJS menggunakan TCASH!  Akses melalui *800#. Syarat & ketentuan berlaku. Info klik tsel.me/tappromo,spam
2017-02-28T08:27:00Z,"pak, di aspen residence tower A ya",ham
2017-02-28T08:28:00Z,Y bu,ham
2017-02-28T08:33:00Z,"Pak, saya sudah tunggu di lobi ya, baterai hp saya mau habis",ham
2017-02-28T16:56:00Z,Cuma nonton film bisa dpt kesempatan punya handphone? Caranya cukup download iflix skrg di im3.do/iflix dan tonton filmnya. Info hubungi website kami. CVI6,spam
2017-02-28T20:01:00Z,Posisi dmn bu,ham
2017-03-01T08:46:00Z,Hari Rabu saatnya blanja di blanja.com & Nikmati diskon spesial untuk transaksi dengan TCASH! S&K Berlaku. Klik blj.co/tcashrabu,spam
2017-03-01T09:32:00Z,"Tanpa ganti nomor! Beralih ke Freedom Postpaid, Unlimited 4G, Unlimited Nelp&SMS mulai Rp59rb. Kunjungi Gerai Indosat Ooredoo. Info: http://ore.do/1OxJvI7 PAI1",spam
2017-03-01T16:35:00Z,"Bonus pulsa Rp25ribu dgn lakukan 3 transaksi finansial (transfer bank lain, bayar tagihan, isi pulsa) di CIMB Clicks s/d 15Mar17. S&K berlaku. Info 14041",ham
2017-03-01T17:31:00Z,"Dengan IM3 Ooredoo, komunikasi tetap nyaman selama di Tanah Suci. Internetan hanya Rp35rb/hari, berlaku di semua operator Arab Saudi. Info: *122*1# PAI3",spam
2017-03-01T18:43:00Z,"saya di depan fish bomber ya Pak, pakai baju putih dan kerudung coklat terang",ham
2017-03-01T20:03:00Z,"di mana, Pak? saya udah di belokan",ham
2017-03-01T20:06:00Z,"Pelanggan 085722688068, Kamu dapat 1 Pesan Chat. Hubungi *700*2# untuk baca. Pesan akan dihapus dlm 5 menit. Silakan hub *700*2# skrg",spam
2017-03-02T06:13:00Z,"02/03/2017 06:13 Pada No. Rek 378088918 ada dana masuk sebesar Rp 950.000,00. Saldo akhir: Rp 1.036.074,00.Berita: 0378088918 20170302175189653.",ham
2017-03-02T07:50:00Z,"Pak, saya di sebelah kimia farma ya",ham
2017-03-02T09:19:00Z,"Starbucks Pay 1 For 2 all variant all size #pakeTCASH TAP Senin-Jumat. Hanya brlaku di Yogya, Surabaya, All Bandara, s.d. 30 April 17.SKB.Info tsel.me/starbucks",spam
2017-03-02T12:22:00Z,"Simpan foto dan video kamu di Incloud, dan dapatkan gratis storage 25GB selama 6 bulan. Unduh aplikasinya sekarang di bit.ly/incloud2 SPI1",spam
2017-03-02T12:38:00Z,YEAY! Cashback 50% di Haagen-Dazs tiap Selasa&Kamis! Diskon 10% hari lainnya. Khusus transaksi dg TCASH TAP. S&K berlaku. Info tsel.me/tappromo,spam
2017-03-02T16:21:00Z,Gratis Admin utk beli Pulsa Telkomsel khusus via Aplikasi TWALLET! Tersedia nominal mulai Rp 10ribu. S&K Berlaku. Info tsel.me/tappromo,spam
2017-03-03T08:18:00Z,"Pak, saya di loby tower A ya",ham
2017-03-03T08:19:00Z,Ok.. D tggu ya kak,ham
2017-03-03T09:50:00Z,"(CITITRANS)CT: Please use this code, 780674 to verify your number",ham
2017-03-03T12:58:00Z,"Hemat internetan saat Umroh cuma Rp199rb/30hr,bonus kuota internet 1GB.Berlaku di semua operator Arab Saudi.Tanpa setting & tanpa ganti kartu.Tkn *122*1*2# PAI2",spam
2017-03-03T17:30:00Z,"Sahabat Indosat Ooredoo, Dompetku kini menjadi PayPro. Nikmati berbagai kemudahan, bayar apa saja, dimana saja semakin mudah. Klik im3ooredoo.com/paypro CVI9",spam
2017-03-03T20:12:00Z,"gabisa diganti, Pak, kalau mau saya cancel aja nanti saya order lg",ham
2017-03-03T20:13:00Z,Ok,ham
2017-03-03T20:13:00Z,"pak, gajadi ya, ini harganya tiba2 naik banget",ham
2017-03-03T20:14:00Z,Ok,ham
2017-03-03T20:16:00Z,"Pak, saya di indomaret ya",ham
2017-03-03T20:17:00Z,Teh nunggunya di mana,ham
2017-03-03T20:17:00Z,"di indomaret lenteng agung barat, Pak",ham
2017-03-03T20:19:00Z,Oke saya otw,ham
2017-03-04T08:40:00Z,Beli 6 Gratis 6 Donut dari DUNKIN DONUTS JL. DALEM KAUM NO 57. Tukarkan SMS ini segera. Hanya berlaku untuk hari ini. Selama persediaan masih ada. Promo *606#,spam
2017-03-04T08:40:00Z,YEAY! Free Ice Lemon Tea / Cashback up to 20% di Auntie Annes setiap Sabtu & Minggu. Khusus utk pengguna TCASH TAP! S&K Berlaku. Info klik tsel.me/tappromo,spam
2017-03-04T08:44:00Z,Jaga kerahasiaan PIN TCASH Anda. Jgn pinjamkan stiker TCASH & beri PIN kpd orang lain. Ubah PIN secara berkala. Info akses *800# / aplikasi TWALLET.,spam
2017-03-04T09:14:00Z,Beli 6 Gratis 6 Donut dari DUNKIN DONUTS BORMA SETIABUDI. Tukarkan SMS ini segera. Hanya berlaku untuk hari ini. Selama persediaan masih ada. Promo *606#,spam
2017-03-04T16:26:00Z,"Pak, nanti saya nunggunya setelah sd coblong belok kiri, saya ke ujung jalan situ",ham
2017-03-04T17:36:00Z,BELI 1 GRATIS 1 untuk jenis minuman apa saja. Tukarkan SMS hari ini di Starbucks Asia Afrika Bandung. Limited Stock. T&C apply. Promo *606#,spam
2017-03-05T07:46:00Z,"Beli 6 Gratis 6 Donut dari DUNKIN DONUTS BORMA SETIABUDI. Tukarkan SMS ini segera. Hanya berlaku untuk hari ini. Selama persediaan masih ada. Promo *606#
",spam
2017-03-05T07:46:00Z,Buruan aktifkan paket internet cepat Telkomsel hanya Rp8ribu dengan kuota mulai dari 500MB khusus Sabtu & Minggu. Aktifkan Paketnya di *363#.SKB,spam
2017-03-05T07:57:00Z,"Pak, saya dari sd coblong belok kiri, nanti di ujung jalan ya Pak",ham
2017-03-05T08:31:00Z,Diskon s.d. 100rb untuk pembelian tiket transportasi & perjalanan di TWALLET. S&K berlaku. Info tsel.me/tappromo,spam
2017-03-05T08:53:00Z,"Gratis 1 bulan Spotify Premium khusus FreedomCombo. Bisa bebas dengar musik,bikin playlist sepuasnya tanpa iklan dgn Spotify Premium. Aktifkan di *123*123# CVI1",spam
2017-03-05T09:37:00Z,"Pak, saya di yoghurt cisangkuy ya",ham
2017-03-05T09:39:00Z,Ok,ham
2017-03-05T09:39:00Z,"Pak, saya di yoghurt cisangkuy ya",ham
2017-03-05T09:43:00Z,Udh dpn vake revo,ham
2017-03-06T08:13:00Z,YEAY! Free Ice Tea atau Cashback up to 30% dg transaksi  di AH Resto! Hanya untuk pengguna TCASH TAP. S&K Berlaku. Info tsel.me/tappromo,spam
2017-03-06T08:55:00Z,Konfirmasi UBER lebih CEPAT? Aktifkan NELP MURAH ke semua operator 15rb/minggu utk 50mnt. Ketik GO ke 929 pnawaran blaku sd07-03-17.,spam
2017-03-06T09:02:00Z,pak berangkat sekarang kan ya? saya rada buru2,ham
2017-03-06T11:53:00Z,"Gratis storage 25 GB selama 6 bulan hanya di Incloud. Bisa simpan foto, video & dokumen. Unduh sekarang di bit.ly/incloud2 SPI1",spam
2017-03-06T16:25:00Z,"Pelanggan 085722688068, kamu beruntung dapat download Video + BONUS Nelpon 60mnt. Hubungi *900*8# untuk ambil sekarang.",spam
2017-03-06T20:56:00Z,"BUKALAPAK
Tagihan BL171128X4WQINV
Trf tepat Rp202.453 ke
BCA 7310252527
MANDIRI 0700000899992
BNI 0238272088
BRI 034101000743303
Sblm 07 Mar 08.56 WIB",ham
2017-03-06T20:59:00Z,"06/03/2017 20:59 Trf Rp 202453 ke 0238272088 an.BUKALAPAK.COM.Utk diproses,reply sms ini,ketik digit ke-1&5 PIN Anda",ham
2017-03-06T20:59:00Z,TRF 0238272088 202453,ham
2017-03-06T21:00:00Z,BNI SMS BANKING:06/03/2017 20:59 Trf Rp.202.453 ke 0238272088 an.BUKALAPAK.COM                                     PT telah berhasil. Reff: 927630.,ham
2017-03-06T21:01:00Z,"06/03/2017 21:01 Pada No. Rek 378088918 ada dana keluar sebesar Rp 202.453,00. Saldo akhir: Rp 833.621,00.Berita: TRANSFER KE SMS.",ham
2017-03-06T21:03:00Z,"Bukalapak - Invoice #BL171128X4WQINV. Ini adalah kode pembelianmu 50B2r6X8. Ingat, kode ini sifatnya rahasia ya. Kamu bisa cek pembelianmu di Bukalapak",ham
2017-03-07T06:24:00Z,07/03/2017 06:24:51 Silakan gunakan passcode 2190 untuk Login Go Mobile CIMB Niaga. Passcode bersifat RAHASIA. Jangan memberitahukan kepada siapapun!,ham
2017-03-07T07:17:00Z,TOP GOPAY CUSTOMER 085722688068 100000,ham
2017-03-07T07:20:00Z,Nelpon 3 Mnt (Berbayar) Khusus Hari ini (07-Mar-17) GRATIS Kuota Data 200MB (masa blaku 2hr) buat Kartu Kamu! Promo ini Hny Blaku Khusus utk Nomor ini!,spam
2017-03-07T07:34:00Z,48,ham
